idmensaje,idusuarioremitente,idusuarioreceptor,fechamensaje,contenidomensaje
1673,84,895,2022-01-04,¿Has visto el último tráiler?
1674,84,623,2022-01-27,¿Cuál es tu personaje más odiado?
1675,84,879,2022-01-14,¿Cómo has estado?
1676,84,29,2022-01-06,¿Cómo te va en el juego?
1677,84,62,2022-01-12,¿Has probado el nuevo personaje?
1678,84,445,2022-01-15,Algun dia me tienes que enseñar a jugar al Stardew Valley
1679,84,481,2022-01-02,¿Cómo te va en el juego?
1680,84,963,2022-01-29,¿Te gustaría jugar en grupo?
1681,85,660,2022-01-03,¿Te gustaría una revancha?
1682,85,408,2022-01-23,¿Te gustaría unirte a nuestro grupo de
1683,85,932,2022-01-27,¿Cómo has estado?
1684,85,97,2022-01-29,¿Cómo te va en el juego?
1685,85,363,2022-01-03,Si eres una mujer negra fuerte y hermosa alguien pondrá esto en tus comentarios
1686,85,817,2022-01-12,¡Esa fue una gran jugada!
1687,85,271,2022-01-21,¡Esa fue una gran jugada!
1688,85,740,2022-01-01,Que perfil mas chulo
1689,85,243,2022-01-12,¿Qué piensas de las últimas actualizaciones?
1690,85,831,2022-01-23,Como es posible que tengas tantas horas O:
1691,85,415,2022-01-29,Me intercambias cromos?
1692,85,291,2022-01-26,No jugueis con el le faltan manos
1693,85,975,2022-01-03,¿Qué te parece si creamos una estrategia?
1694,85,804,2022-01-08,Camper tunneler -rep
1695,85,609,2022-01-07,¿Te gustaría jugar en grupo?
1696,85,754,2022-01-30,Muy cringe tu foto de perfil
1697,85,383,2022-01-19,Algun dia me tienes que enseñar a jugar al Stardew Valley
1698,85,258,2022-01-17,¡No puedo esperar para jugar de nuevo!
1699,85,602,2022-01-04,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
1700,85,65,2022-01-15,No me carga tu descripcion :(
1701,86,225,2022-01-13,Si eres una mujer negra fuerte y hermosa alguien pondrá esto en tus comentarios
1702,86,43,2022-01-08,No me puedo creer que tengas tan pocas horas
1703,86,528,2022-01-25,Vete a recoger patatas
1704,86,587,2022-01-26,¡Eso fue épico!
1705,86,483,2022-01-04,¡Eso estuvo muy cerca!
1706,86,906,2022-01-29,Vete a recoger patatas
1707,86,86,2022-01-13,¿Qué te parece si creamos una estrategia?
1708,86,293,2022-01-22,¿Qué te parece si jugamos en equipo?
1709,86,808,2022-01-03,Camper tunneler -rep
1710,86,275,2022-01-24,Echemonos algunas partidas al CSGO
1711,86,331,2022-01-13,Que perfil mas chulo
1712,86,753,2022-01-22,¿Te gustaría una revancha?
1713,86,742,2022-01-24,¿Has visto la nueva arma?
1714,86,103,2022-01-24,¡No puedo esperar para jugar de nuevo!
1715,86,497,2022-01-05,¿Te gustaría unirte a nuestro grupo de
1716,86,64,2022-01-24,¿Qué te parece si jugamos en equipo?
1717,86,478,2022-01-12,Muy cringe tu foto de perfil
1718,86,464,2022-01-22,¿Te gustaría jugar en equipo?
1719,86,662,2022-01-05,¿Qué te parece si jugamos en equipo?
1720,86,538,2022-01-06,¿Qué piensas de las últimas actualizaciones?
1721,87,434,2022-01-16,¿Cómo has estado?
1722,87,278,2022-01-29,¿Cuál es tu mapa favorito?
1723,87,762,2022-01-03,No me puedo creer que tengas tan pocas horas
1724,87,911,2022-01-06,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
1725,87,667,2022-01-24,¡No puedo esperar para jugar de nuevo!
1726,87,510,2022-01-13,GG
1727,87,133,2022-01-06,Vete a recoger patatas
1728,87,524,2022-01-01,Hola te acuerdas de mi? besis <oo>
1729,87,264,2022-01-07,¿Qué te parece si jugamos en equipo?
1730,87,368,2022-01-09,No me puedo creer que tengas tan pocas horas
1731,87,315,2022-01-11,¿Te gustaría unirte a nuestro clan?
1732,87,871,2022-01-01,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
1733,87,387,2022-01-29,¡Esa fue una gran partida!
1734,87,782,2022-01-08,¿Cuál es tu mapa favorito?
1735,87,722,2022-01-22,Hola, ¿cómo estás?
1736,87,855,2022-01-12,¡Esa fue una gran partida!
1737,87,671,2022-01-03,¿Cuál es tu mapa favorito?
1738,87,699,2022-01-14,Como es posible que tengas tantas horas O:
1739,87,181,2022-01-27,¡Esa fue una gran jugada!
1740,87,233,2022-01-10,¿Qué piensas de los gráficos del juego?
1741,88,591,2022-01-30,¿Cómo has estado?
1742,88,216,2022-01-17,Gracias por el carreo
1743,88,102,2022-01-04,No me puedo creer que tengas tan pocas horas
1744,88,982,2022-01-10,¿Cómo has estado?
1745,88,101,2022-01-19,¿Qué piensas de las últimas actualizaciones?
1746,88,886,2022-01-23,Vete a recoger patatas
1747,88,93,2022-01-16,¿Te gustaría una revancha?
1748,88,870,2022-01-14,¿Cómo has estado?
1749,88,241,2022-01-29,¿Qué piensas de las habilidades especiales?
1750,88,685,2022-01-17,¿Qué piensas de la música del juego?
1751,88,615,2022-01-24,¿Qué te parece si jugamos en modo historia?
1752,88,594,2022-01-01,¿Te gustaría unirte a nuestro clan?
1753,88,143,2022-01-19,¿Te gustaría jugar en equipo?
1754,88,719,2022-01-30,¿Cuál es tu personaje más odiado?
1755,88,347,2022-01-25,Hola, ¿cómo estás?
1756,88,480,2022-01-25,GG
1757,88,344,2022-01-12,¡Eso fue impresionante!
1758,88,672,2022-01-13,¡No puedo esperar para jugar de nuevo!
1759,88,792,2022-01-08,¿Cómo has estado?
1760,88,992,2022-01-14,¿Qué te parece si jugamos en equipo?
1761,89,489,2022-01-13,¿Te gustaría unirte a nuestro clan?
1762,89,570,2022-01-22,¿Cuántas horas has jugado?
1763,89,858,2022-01-08,Gracias por el carreo
1764,89,483,2022-01-19,No me puedo creer que tengas tan pocas horas
1765,89,930,2022-01-28,¿Te gustaría unirte a nuestro clan?
1766,89,844,2022-01-29,¿Qué te parece si creamos un torneo?
1767,89,149,2022-01-23,¿Qué te parece si jugamos en modo historia?
1768,89,402,2022-01-27,¿Qué te parece si nos agregamos como amigos?
1769,89,792,2022-01-13,¿Te gustaría jugar en equipo?
1770,89,37,2022-01-13,No te rindas tienes potencial
1771,89,820,2022-01-21,¿Cuál es tu personaje favorito?
1772,89,20,2022-01-23,¿Qué piensas de los gráficos del juego?
1773,89,42,2022-01-25,Agregame para jugar juntos :)
1774,89,586,2022-01-10,¿Has visto el último tráiler?
1775,89,548,2022-01-29,¿Qué piensas de las últimas actualizaciones?
1776,89,236,2022-01-11,Hola te acuerdas de mi? besis <oo>
1777,89,635,2022-01-30,Muy cringe tu foto de perfil
1778,89,791,2022-01-05,¿Quieres jugar una partida?
1779,89,395,2022-01-25,¡No puedo esperar para jugar de nuevo!
1780,89,139,2022-01-18,GG
1781,90,943,2022-01-08,Me intercambias cromos?
1782,90,479,2022-01-25,¿Quieres jugar de nuevo?
1783,90,415,2022-01-27,¿Cuál es tu mapa favorito?
1784,90,608,2022-01-02,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
1785,90,286,2022-01-09,¿Qué piensas de las últimas actualizaciones?
1786,90,926,2022-01-11,No me puedo creer que tengas tan pocas horas
1787,90,874,2022-01-03,¿Quieres jugar de nuevo?
1788,90,93,2022-01-21,¿Has probado el nuevo personaje?
1789,90,138,2022-01-11,¿Qué piensas de los gráficos del juego?
1790,90,449,2022-01-24,No jugueis con el le faltan manos
1791,90,191,2022-01-08,Gracias por el carreo
1792,90,231,2022-01-04,No me puedo creer que tengas tan pocas horas
1793,90,609,2022-01-30,¿Cuál es tu personaje favorito?
1794,90,316,2022-01-08,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
1795,90,169,2022-01-10,¿Quieres jugar de nuevo?
1796,90,597,2022-01-20,¡Esa fue una gran partida!
1797,90,387,2022-01-22,¿Qué piensas de los gráficos del juego?
1798,90,82,2022-01-04,No te rindas tienes potencial
1799,90,165,2022-01-14,¡Eso estuvo muy cerca!
1800,90,790,2022-01-24,¿Qué te parece si creamos una estrategia?
1801,91,569,2022-01-02,¿Qué te parece si creamos un torneo?
1802,91,377,2022-01-12,¿Cuál es tu estrategia favorita?
1803,91,513,2022-01-26,¿Te gustaría unirte a nuestro grupo de
1804,91,256,2022-01-07,¡No puedo esperar para jugar de nuevo!
1805,91,464,2022-01-26,¿Te gustaría una revancha?
1806,91,730,2022-01-18,¡Vamos a hacer un equipo imbatible!
1807,91,410,2022-01-25,¡No puedo creer que ganamos esa partida!
1808,91,690,2022-01-05,¡Eso fue impresionante!
1809,91,609,2022-01-24,¿Qué piensas de los gráficos del juego?
1810,91,824,2022-01-19,¡No puedo creer que ganamos esa partida!
1811,91,304,2022-01-22,¿Has visto la nueva arma?
1812,91,238,2022-01-30,No te rindas tienes potencial
1813,91,303,2022-01-15,¿Te gustaría una revancha?
1814,91,248,2022-01-14,¿Te gustaría jugar en grupo?
1815,91,835,2022-01-09,¡Vamos a hacer un equipo imbatible!
1816,91,169,2022-01-02,¿Has visto el último tráiler?
1817,91,47,2022-01-12,¿Qué te parece si jugamos en modo historia?
1818,91,159,2022-01-07,¿Qué piensas de los gráficos del juego?
1819,91,392,2022-01-19,GG
1820,91,362,2022-01-26,¿Cómo te va en el juego?
1821,92,94,2022-01-25,¿Te gustaría jugar en equipo?
1822,92,212,2022-01-06,¡Eso estuvo muy cerca!
1823,92,465,2022-01-11,Algun dia me tienes que enseñar a jugar al Stardew Valley
1824,92,237,2022-01-13,¿Qué te parece si creamos una estrategia?
1825,92,841,2022-01-10,Hola te acuerdas de mi? besis <oo>
1826,92,710,2022-01-22,¿Quieres jugar una partida?
1827,92,675,2022-01-09,Camper tunneler -rep
1828,92,977,2022-01-21,¿Te gustaría unirte a nuestro clan?
1829,92,339,2022-01-14,¿Cuál es tu personaje más odiado?
1830,92,380,2022-01-24,+rep divertido jugar con el :D
1831,92,77,2022-01-24,Echemonos algunas partidas al CSGO
1832,92,758,2022-01-04,¿Qué piensas de la música del juego?
1833,92,752,2022-01-21,+rep divertido jugar con el :D
1834,92,783,2022-01-14,¿Has probado el nuevo personaje?
1835,92,921,2022-01-24,¡Eso fue impresionante!
1836,92,805,2022-01-28,¿Qué piensas de las últimas actualizaciones?
1837,92,955,2022-01-05,Gracias por el carreo
1838,92,69,2022-01-21,¿Qué piensas de los gráficos del juego?
1839,92,616,2022-01-05,GG
1840,92,835,2022-01-16,¿Cuántas horas has jugado?
1841,93,728,2022-01-04,¿Te gustaría unirte a nuestro clan?
1842,93,520,2022-01-26,¿Has probado el nuevo personaje?
1843,93,841,2022-01-17,¿Qué piensas de los gráficos del juego?
1844,93,959,2022-01-08,¡No puedo esperar para jugar de nuevo!
1845,93,761,2022-01-19,¿Qué te parece si creamos un torneo?
1846,93,319,2022-01-16,¿Has probado el nuevo personaje?
1847,93,444,2022-01-25,No te rindas tienes potencial
1848,93,902,2022-01-27,Algun dia me tienes que enseñar a jugar al Stardew Valley
1849,93,407,2022-01-16,¿Has visto la última actualización?
1850,93,199,2022-01-14,¡Eso fue épico!
1851,93,410,2022-01-11,¿Has probado el nuevo personaje?
1852,93,895,2022-01-29,¿Cómo has estado?
1853,93,188,2022-01-25,¿Quieres jugar de nuevo?
1854,93,125,2022-01-08,¿Qué piensas de la música del juego?
1855,93,306,2022-01-13,¡Eso estuvo muy cerca!
1856,93,12,2022-01-23,¿Te gustaría jugar en equipo?
1857,93,256,2022-01-10,¿Quieres jugar de nuevo?
1858,93,767,2022-01-14,¡No puedo esperar para jugar de nuevo!
1859,93,352,2022-01-03,¿Qué piensas de los gráficos del juego?
1860,93,806,2022-01-09,¡Vamos a hacer un equipo imbatible!
1861,94,888,2022-01-30,Hola te acuerdas de mi? besis <oo>
1862,94,221,2022-01-27,¡Esa fue una gran partida!
1863,94,681,2022-01-16,¡Esa fue una gran jugada!
1864,94,706,2022-01-17,Gracias por el carreo
1865,94,916,2022-01-12,¿Qué piensas de las últimas actualizaciones?
1866,94,684,2022-01-05,GG
1867,94,24,2022-01-02,Hola te acuerdas de mi? besis <oo>
1868,94,110,2022-01-28,¡No puedo creer que ganamos esa partida!
1869,94,391,2022-01-04,Echemonos algunas partidas al CSGO
1870,94,697,2022-01-20,¿Has visto el último tráiler?
1871,94,757,2022-01-30,¿Qué piensas de las habilidades especiales?
1872,94,554,2022-01-06,¡No puedo esperar para jugar de nuevo!
1873,94,934,2022-01-20,Muy cringe tu foto de perfil
1874,94,972,2022-01-30,¿Qué te parece si creamos un torneo?
1875,94,349,2022-01-06,¡No puedo esperar para jugar de nuevo!
1876,94,924,2022-01-11,¿Cuál es tu mapa favorito?
1877,94,587,2022-01-29,¿Cuál es tu arma favorita?
1878,94,71,2022-01-04,Hola te acuerdas de mi? besis <oo>
1879,94,499,2022-01-01,¿Cuál es tu personaje favorito?
1880,94,640,2022-01-28,¿Cuántas horas has jugado?
1881,95,564,2022-01-21,¿Qué te parece si jugamos en modo historia?
1882,95,975,2022-01-09,Gracias por el carreo
1883,95,379,2022-01-14,¿Has probado el nuevo personaje?
1884,95,788,2022-01-24,¿Qué te parece si creamos una estrategia?
1885,95,485,2022-01-15,Si eres una mujer negra fuerte y hermosa alguien pondrá esto en tus comentarios
1886,95,977,2022-01-22,¿Cuál es tu estrategia favorita?
1887,95,128,2022-01-18,¿Qué piensas de las habilidades especiales?
1888,95,251,2022-01-29,Me intercambias cromos?
1889,95,31,2022-01-14,GG
1890,95,605,2022-01-18,Como es posible que tengas tantas horas O:
1891,95,90,2022-01-07,¿Cómo te va en el juego?
1892,95,391,2022-01-01,¡Eso estuvo muy cerca!
1893,95,52,2022-01-16,¿Qué te parece si creamos una estrategia?
1894,95,794,2022-01-14,Agregame para jugar juntos :)
1895,95,522,2022-01-09,¡Esa fue una gran jugada!
1896,95,801,2022-01-25,¿Te gustaría una revancha?
1897,95,647,2022-01-19,¡Esa fue una gran partida!
1898,95,677,2022-01-07,Me intercambias cromos?
1899,95,15,2022-01-23,¿Cuál es tu mapa favorito?
1900,95,480,2022-01-10,¿Qué piensas de las últimas actualizaciones?
1901,96,41,2022-01-02,Muy cringe tu foto de perfil
1902,96,388,2022-01-14,¿Has visto el último tráiler?
1903,96,603,2022-01-14,¿Has visto la última actualización?
1904,96,135,2022-01-28,¿Cuál es tu personaje favorito?
1905,96,433,2022-01-08,¿Cómo has estado?
1906,96,828,2022-01-15,Algun dia me tienes que enseñar a jugar al Stardew Valley
1907,96,654,2022-01-14,Hola te acuerdas de mi? besis <oo>
1908,96,773,2022-01-15,Hola, ¿cómo estás?
1909,96,43,2022-01-06,¿Cuál es tu arma favorita?
1910,96,935,2022-01-04,¿Quieres jugar una partida?
1911,96,771,2022-01-09,¿Qué piensas de los gráficos del juego?
1912,96,110,2022-01-19,¿Quieres jugar una partida?
1913,96,152,2022-01-28,¿Qué te parece si creamos una estrategia?
1914,96,55,2022-01-03,Como es posible que tengas tantas horas O:
1915,96,296,2022-01-15,Muy cringe tu foto de perfil
1916,96,318,2022-01-09,¿Qué te parece si jugamos en modo historia?
1917,96,18,2022-01-08,¿Qué piensas de los gráficos del juego?
1918,96,962,2022-01-19,¿Te gustaría una revancha?
1919,96,554,2022-01-05,¿Te gustaría unirte a nuestro grupo de
1920,96,772,2022-01-20,¿Qué te parece si jugamos en modo historia?
1921,97,999,2022-01-28,¿Quieres jugar de nuevo?
1922,97,767,2022-01-14,¿Qué piensas de las habilidades especiales?
1923,97,338,2022-01-01,¿Cómo te va en el juego?
1924,97,400,2022-01-04,+rep divertido jugar con el :D
1925,97,340,2022-01-05,¿Quieres jugar una partida?
1926,97,366,2022-01-02,¿Cuál es tu arma favorita?
1927,97,875,2022-01-06,¡No puedo esperar para jugar de nuevo!
1928,97,603,2022-01-15,No te rindas tienes potencial
1929,97,879,2022-01-26,¿Has visto el último tráiler?
1930,97,968,2022-01-21,Que perfil mas chulo
1931,97,495,2022-01-23,¡Eso fue épico!
1932,97,162,2022-01-29,¿Qué piensas de las últimas actualizaciones?
1933,97,590,2022-01-20,¿Qué piensas de las últimas actualizaciones?
1934,97,547,2022-01-13,¿Cuántas horas has jugado?
1935,97,164,2022-01-27,Como es posible que tengas tantas horas O:
1936,97,765,2022-01-27,¿Qué piensas de los gráficos del juego?
1937,97,935,2022-01-17,Echemonos algunas partidas al CSGO
1938,97,482,2022-01-12,¿Qué te parece si creamos una estrategia?
1939,97,374,2022-01-22,¿Cómo te va en el juego?
1940,97,18,2022-01-22,¿Cuál es tu estrategia favorita?
1941,98,626,2022-01-07,¿Cuál es tu personaje favorito?
1942,98,173,2022-01-06,¿Has visto el último tráiler?
1943,98,483,2022-01-08,GG
1944,98,629,2022-01-04,¿Te gustaría unirte a nuestro clan?
1945,98,91,2022-01-07,¿Cuál es tu personaje favorito?
1946,98,804,2022-01-07,¿Quieres jugar de nuevo?
1947,98,283,2022-01-29,¡Eso fue épico!
1948,98,800,2022-01-19,¿Cuál es tu personaje más odiado?
1949,98,913,2022-01-01,¿Qué te parece si jugamos en modo historia?
1950,98,327,2022-01-11,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
1951,98,901,2022-01-10,¿Cuál es tu estrategia favorita?
1952,98,852,2022-01-01,Vete a recoger patatas
1953,98,376,2022-01-26,Vete a recoger patatas
1954,98,704,2022-01-28,No me carga tu descripcion :(
1955,98,317,2022-01-17,¿Qué te parece si jugamos en equipo?
1956,98,955,2022-01-24,¿Cuál es tu personaje más odiado?
1957,98,312,2022-01-14,¡No puedo esperar para jugar de nuevo!
1958,98,80,2022-01-06,+rep divertido jugar con el :D
1959,98,403,2022-01-30,¿Qué piensas de los gráficos del juego?
1960,98,932,2022-01-27,Hola, ¿cómo estás?
1961,99,707,2022-01-11,No me carga tu descripcion :(
1962,99,20,2022-01-30,Gracias por el carreo
1963,99,293,2022-01-25,No me carga tu descripcion :(
1964,99,513,2022-01-08,¿Qué te parece si nos agregamos como amigos?
1965,99,656,2022-01-14,¿Qué te parece si jugamos en modo historia?
1966,99,776,2022-01-12,No jugueis con el le faltan manos
1967,99,321,2022-01-20,Como es posible que tengas tantas horas O:
1968,99,600,2022-01-10,No te rindas tienes potencial
1969,99,332,2022-01-26,¿Qué te parece si nos agregamos como amigos?
1970,99,383,2022-01-04,No me puedo creer que tengas tan pocas horas
1971,99,644,2022-01-19,¿Qué te parece si nos agregamos como amigos?
1972,99,807,2022-01-29,¡No puedo esperar para jugar de nuevo!
1973,99,150,2022-01-10,GG
1974,99,619,2022-01-06,¿Qué te parece si nos agregamos como amigos?
1975,99,999,2022-01-02,¿Cuál es tu personaje favorito?
1976,99,219,2022-01-25,Agregame para jugar juntos :)
1977,99,514,2022-01-18,Si no soportas la presión no juegas! Fastidias la experiencia de los demás
1978,99,115,2022-01-03,Hola, ¿cómo estás?
1979,99,616,2022-01-27,¿Te gustaría jugar en grupo?
1980,99,495,2022-01-23,¿Qué piensas de las habilidades especiales?
1981,100,639,2022-01-01,No me carga tu descripcion :(
1982,100,328,2022-01-03,Gracias por el carreo
1983,100,117,2022-01-25,¡No puedo creer que ganamos esa partida!
1984,100,236,2022-01-19,¡Esa fue una gran jugada!
1985,100,885,2022-01-23,¿Qué te parece si jugamos en modo historia?
1986,100,522,2022-01-23,¿Qué te parece si jugamos en equipo?
1987,100,216,2022-01-16,¡Esa fue una gran partida!
1988,100,703,2022-01-18,¿Cuál es tu estrategia favorita?
1989,100,241,2022-01-09,¡Eso estuvo muy cerca!
1990,100,292,2022-01-29,No jugueis con el le faltan manos
1991,100,804,2022-01-04,¿Cómo te va en el juego?
1992,100,37,2022-01-16,¿Has visto el último tráiler?
1993,100,522,2022-01-13,¿Qué piensas de los gráficos del juego?
1994,100,68,2022-01-16,+rep divertido jugar con el :D
